National №,Name,Type,Species,Height in m,Height in pouce,Weight in kg,Weight in lbs,Abilities,Local №,EV yield,Catch rate,Catch rate details,Base Friendship,Base Friendship text,Base Exp.,Growth Rate,Egg Groups,Gender % male,Gender % female,Egg cycles,Egg cycles details,HP,HP Min,HP Max,Attack,Attack Min,Attack Max,Defense,Defense Min,Defense Max,Sp. Atk,Sp. Atk Min,Sp. Atk Max,Sp. Def,Sp. Def Min,Sp. Def Max,Speed,Speed Min,Speed Max,img_url,Generation
37,Vulpix,Fire,Fox Pokémon,0.6,"2,00",9.9,21.8,1. Flash FireDrought (hidden ability),037 (Red/Blue/Yellow)125 (Gold/Silver/Crystal)153 (Ruby/Sapphire/Emerald)037 (FireRed/LeafGreen)127 (HeartGold/SoulSilver)248 (Black 2/White 2)160 (Omega Ruby/Alpha Sapphire)253 (Sun/Moon — Alola dex)330 (U.Sun/U.Moon — Alola dex)037 (Let's Go Pikachu/Let's Go Eevee)068 (Sword/Shield)168 (Legends: Arceus),1 Speed,190.0,"24.8% with PokéBall, full HP",50.0,normal,60.0,Medium Fast,Field,25,75.0,20.0,"4,884–5,140 steps",38.0,186.0,280.0,41.0,78.0,199.0,40.0,76.0,196.0,50.0,94.0,218.0,65.0,121.0,251.0,65.0,121.0,251.0,https://img.pokemondb.net/artwork/vulpix.jpg,1.0
38,Ninetales,Fire,Fox Pokémon,1.1,"3,07",19.9,43.9,1. Flash FireDrought (hidden ability),038 (Red/Blue/Yellow)126 (Gold/Silver/Crystal)154 (Ruby/Sapphire/Emerald)038 (FireRed/LeafGreen)128 (HeartGold/SoulSilver)249 (Black 2/White 2)161 (Omega Ruby/Alpha Sapphire)254 (Sun/Moon — Alola dex)331 (U.Sun/U.Moon — Alola dex)038 (Let's Go Pikachu/Let's Go Eevee)069 (Sword/Shield)169 (Legends: Arceus),"1 Special Defense, 1 Speed",75.0,"9.8% with PokéBall, full HP",50.0,normal,177.0,Medium Fast,Field,25,75.0,20.0,"4,884–5,140 steps",73.0,256.0,350.0,76.0,141.0,276.0,75.0,139.0,273.0,81.0,150.0,287.0,100.0,184.0,328.0,100.0,184.0,328.0,https://img.pokemondb.net/artwork/ninetales.jpg,1.0
39,Jigglypuff,Normal Fairy,Balloon Pokémon,0.5,"1,08",5.5,12.1,1. Cute Charm2. CompetitiveFriend Guard (hidden ability),039 (Red/Blue/Yellow)044 (Gold/Silver/Crystal)138 (Ruby/Sapphire/Emerald)039 (FireRed/LeafGreen)044 (HeartGold/SoulSilver)282 (Black 2/White 2)120 (X/Y — Mountain Kalos)143 (Omega Ruby/Alpha Sapphire)135 (Sun/Moon — Alola dex)168 (U.Sun/U.Moon — Alola dex)039 (Let's Go Pikachu/Let's Go Eevee)012 (The Isle of Armor),2 HP,170.0,"22.2% with PokéBall, full HP",50.0,normal,95.0,Fast,Fairy,25,75.0,10.0,"2,314–2,570 steps",115.0,340.0,434.0,45.0,85.0,207.0,20.0,40.0,152.0,45.0,85.0,207.0,25.0,49.0,163.0,20.0,40.0,152.0,https://img.pokemondb.net/artwork/jigglypuff.jpg,1.0
40,Wigglytuff,Normal Fairy,Balloon Pokémon,1.0,"3,03",12.0,26.5,1. Cute Charm2. CompetitiveFrisk (hidden ability),040 (Red/Blue/Yellow)045 (Gold/Silver/Crystal)139 (Ruby/Sapphire/Emerald)040 (FireRed/LeafGreen)045 (HeartGold/SoulSilver)283 (Black 2/White 2)121 (X/Y — Mountain Kalos)144 (Omega Ruby/Alpha Sapphire)136 (Sun/Moon — Alola dex)169 (U.Sun/U.Moon — Alola dex)040 (Let's Go Pikachu/Let's Go Eevee)013 (The Isle of Armor),3 HP,50.0,"6.5% with PokéBall, full HP",50.0,normal,196.0,Fast,Fairy,25,75.0,10.0,"2,314–2,570 steps",140.0,390.0,484.0,70.0,130.0,262.0,45.0,85.0,207.0,85.0,157.0,295.0,50.0,94.0,218.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/wigglytuff.jpg,1.0
41,Zubat,Poison Flying,Bat Pokémon,0.8,"2,07",7.5,16.5,1. Inner FocusInfiltrator (hidden ability),041 (Yellow/Red/Blue)037 (Gold/Silver/Crystal)063 (Ruby/Sapphire/Emerald)041 (FireRed/LeafGreen)028 (Diamond/Pearl)028 (Platinum)037 (HeartGold/SoulSilver)061 (Black 2/White 2)145 (X/Y — Central Kalos)065 (Omega Ruby/Alpha Sapphire)068 (Sun/Moon — Alola dex)080 (U.Sun/U.Moon — Alola dex)041 (Let's Go Pikachu/Let's Go Eevee)028 (Brilliant Diamond/Shining Pearl)034 (Legends: Arceus)144 (The Crown Tundra),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,49.0,Medium Fast,Flying,50,50.0,15.0,"3,599–3,855 steps",40.0,190.0,284.0,45.0,85.0,207.0,35.0,67.0,185.0,30.0,58.0,174.0,40.0,76.0,196.0,55.0,103.0,229.0,https://img.pokemondb.net/artwork/zubat.jpg,1.0
42,Golbat,Poison Flying,Bat Pokémon,1.6,"5,03",55.0,121.3,1. Inner FocusInfiltrator (hidden ability),042 (Yellow/Red/Blue)038 (Gold/Silver/Crystal)064 (Ruby/Sapphire/Emerald)042 (FireRed/LeafGreen)029 (Diamond/Pearl)029 (Platinum)038 (HeartGold/SoulSilver)062 (Black 2/White 2)146 (X/Y — Central Kalos)066 (Omega Ruby/Alpha Sapphire)069 (Sun/Moon — Alola dex)081 (U.Sun/U.Moon — Alola dex)042 (Let's Go Pikachu/Let's Go Eevee)029 (Brilliant Diamond/Shining Pearl)035 (Legends: Arceus)145 (The Crown Tundra),2 Speed,90.0,"11.8% with PokéBall, full HP",50.0,normal,159.0,Medium Fast,Flying,50,50.0,15.0,"3,599–3,855 steps",75.0,260.0,354.0,80.0,148.0,284.0,70.0,130.0,262.0,65.0,121.0,251.0,75.0,139.0,273.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/golbat.jpg,1.0
43,Oddish,Grass Poison,Weed Pokémon,0.5,"1,08",5.4,11.9,1. ChlorophyllRun Away (hidden ability),043 (Red/Blue/Yellow)083 (Gold/Silver/Crystal)088 (Ruby/Sapphire/Emerald)043 (FireRed/LeafGreen)083 (HeartGold/SoulSilver)105 (X/Y — Central Kalos)091 (Omega Ruby/Alpha Sapphire)043 (Let's Go Pikachu/Let's Go Eevee)055 (Sword/Shield),1 Special Attack,255.0,"33.3% with PokéBall, full HP",50.0,normal,64.0,Medium Slow,Grass,50,50.0,20.0,"4,884–5,140 steps",45.0,200.0,294.0,50.0,94.0,218.0,55.0,103.0,229.0,75.0,139.0,273.0,65.0,121.0,251.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/oddish.jpg,1.0
44,Gloom,Grass Poison,Weed Pokémon,0.8,"2,07",8.6,19.0,1. ChlorophyllStench (hidden ability),044 (Red/Blue/Yellow)084 (Gold/Silver/Crystal)089 (Ruby/Sapphire/Emerald)044 (FireRed/LeafGreen)084 (HeartGold/SoulSilver)106 (X/Y — Central Kalos)092 (Omega Ruby/Alpha Sapphire)044 (Let's Go Pikachu/Let's Go Eevee)056 (Sword/Shield),2 Special Attack,120.0,"15.7% with PokéBall, full HP",50.0,normal,138.0,Medium Slow,Grass,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,65.0,121.0,251.0,70.0,130.0,262.0,85.0,157.0,295.0,75.0,139.0,273.0,40.0,76.0,196.0,https://img.pokemondb.net/artwork/gloom.jpg,1.0
45,Vileplume,Grass Poison,Flower Pokémon,1.2,"3,11",18.6,41.0,1. ChlorophyllEffect Spore (hidden ability),045 (Red/Blue/Yellow)085 (Gold/Silver/Crystal)090 (Ruby/Sapphire/Emerald)045 (FireRed/LeafGreen)085 (HeartGold/SoulSilver)107 (X/Y — Central Kalos)093 (Omega Ruby/Alpha Sapphire)045 (Let's Go Pikachu/Let's Go Eevee)057 (Sword/Shield),3 Special Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,221.0,Medium Slow,Grass,50,50.0,20.0,"4,884–5,140 steps",75.0,260.0,354.0,80.0,148.0,284.0,85.0,157.0,295.0,110.0,202.0,350.0,90.0,166.0,306.0,50.0,94.0,218.0,https://img.pokemondb.net/artwork/vileplume.jpg,1.0
46,Paras,Bug Grass,Mushroom Pokémon,0.3,"1,00",5.4,11.9,1. Effect Spore2. Dry SkinDamp (hidden ability),046 (Red/Blue/Yellow)070 (Gold/Silver/Crystal)046 (FireRed/LeafGreen)070 (HeartGold/SoulSilver)147 (Sun/Moon — Alola dex)180 (U.Sun/U.Moon — Alola dex)046 (Let's Go Pikachu/Let's Go Eevee)053 (Legends: Arceus),1 Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,57.0,Medium Fast,"Bug, Grass",50,50.0,20.0,"4,884–5,140 steps",35.0,180.0,274.0,70.0,130.0,262.0,55.0,103.0,229.0,45.0,85.0,207.0,55.0,103.0,229.0,25.0,49.0,163.0,https://img.pokemondb.net/artwork/paras.jpg,1.0
47,Parasect,Bug Grass,Mushroom Pokémon,1.0,"3,03",29.5,65.0,1. Effect Spore2. Dry SkinDamp (hidden ability),047 (Red/Blue/Yellow)071 (Gold/Silver/Crystal)047 (FireRed/LeafGreen)071 (HeartGold/SoulSilver)148 (Sun/Moon — Alola dex)181 (U.Sun/U.Moon — Alola dex)047 (Let's Go Pikachu/Let's Go Eevee)054 (Legends: Arceus),"2 Attack, 1 Defense",75.0,"9.8% with PokéBall, full HP",50.0,normal,142.0,Medium Fast,"Bug, Grass",50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,95.0,175.0,317.0,80.0,148.0,284.0,60.0,112.0,240.0,80.0,148.0,284.0,30.0,58.0,174.0,https://img.pokemondb.net/artwork/parasect.jpg,1.0
48,Venonat,Bug Poison,Insect Pokémon,1.0,"3,03",30.0,66.1,1. Compound Eyes2. Tinted LensRun Away (hidden ability),048 (Red/Blue/Yellow)108 (Gold/Silver/Crystal)048 (FireRed/LeafGreen)109 (HeartGold/SoulSilver)048 (Let's Go Pikachu/Let's Go Eevee),1 Special Defense,190.0,"24.8% with PokéBall, full HP",50.0,normal,61.0,Medium Fast,Bug,50,50.0,20.0,"4,884–5,140 steps",60.0,230.0,324.0,55.0,103.0,229.0,50.0,94.0,218.0,40.0,76.0,196.0,55.0,103.0,229.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/venonat.jpg,1.0
49,Venomoth,Bug Poison,Poison Moth Pokémon,1.5,"4,11",12.5,27.6,1. Shield Dust2. Tinted LensWonder Skin (hidden ability),049 (Red/Blue/Yellow)109 (Gold/Silver/Crystal)049 (FireRed/LeafGreen)110 (HeartGold/SoulSilver)049 (Let's Go Pikachu/Let's Go Eevee),"1 Special Attack, 1 Speed",75.0,"9.8% with PokéBall, full HP",50.0,normal,158.0,Medium Fast,Bug,50,50.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,65.0,121.0,251.0,60.0,112.0,240.0,90.0,166.0,306.0,75.0,139.0,273.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/venomoth.jpg,1.0
50,Diglett,Ground,Mole Pokémon,0.2,"0,08",0.8,1.8,1. Sand Veil2. Arena TrapSand Force (hidden ability),050 (Red/Blue/Yellow)132 (Gold/Silver/Crystal)050 (FireRed/LeafGreen)134 (HeartGold/SoulSilver)001 (X/Y — Mountain Kalos)071 (Sun/Moon — Alola dex)085 (U.Sun/U.Moon — Alola dex)050 (Let's Go Pikachu/Let's Go Eevee)164 (Sword/Shield),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,53.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",10.0,130.0,224.0,55.0,103.0,229.0,25.0,49.0,163.0,35.0,67.0,185.0,45.0,85.0,207.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/diglett.jpg,1.0
51,Dugtrio,Ground,Mole Pokémon,0.7,"2,04",33.3,73.4,1. Sand Veil2. Arena TrapSand Force (hidden ability),051 (Red/Blue/Yellow)133 (Gold/Silver/Crystal)051 (FireRed/LeafGreen)135 (HeartGold/SoulSilver)002 (X/Y — Mountain Kalos)072 (Sun/Moon — Alola dex)086 (U.Sun/U.Moon — Alola dex)051 (Let's Go Pikachu/Let's Go Eevee)165 (Sword/Shield),2 Speed,50.0,"6.5% with PokéBall, full HP",50.0,normal,149.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",35.0,180.0,274.0,100.0,184.0,328.0,50.0,94.0,218.0,50.0,94.0,218.0,70.0,130.0,262.0,120.0,220.0,372.0,https://img.pokemondb.net/artwork/dugtrio.jpg,1.0
52,Meowth,Normal,Scratch Cat Pokémon,0.4,"1,04",4.2,9.3,1. Pickup2. TechnicianUnnerve (hidden ability),052 (Red/Blue/Yellow)136 (Gold/Silver/Crystal)052 (FireRed/LeafGreen)138 (HeartGold/SoulSilver)045 (Sun/Moon — Alola dex)052 (U.Sun/U.Moon — Alola dex)052 (Let's Go Pikachu/Let's Go Eevee)182 (Sword/Shield),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,58.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,45.0,85.0,207.0,35.0,67.0,185.0,40.0,76.0,196.0,40.0,76.0,196.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/meowth.jpg,1.0
53,Persian,Normal,Classy Cat Pokémon,1.0,"3,03",32.0,70.5,1. Limber2. TechnicianUnnerve (hidden ability),053 (Red/Blue/Yellow)137 (Gold/Silver/Crystal)053 (FireRed/LeafGreen)139 (HeartGold/SoulSilver)046 (Sun/Moon — Alola dex)053 (U.Sun/U.Moon — Alola dex)053 (Let's Go Pikachu/Let's Go Eevee)184 (Sword/Shield),2 Speed,90.0,"11.8% with PokéBall, full HP",50.0,normal,154.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,70.0,130.0,262.0,60.0,112.0,240.0,65.0,121.0,251.0,65.0,121.0,251.0,115.0,211.0,361.0,https://img.pokemondb.net/artwork/persian.jpg,1.0
54,Psyduck,Water,Duck Pokémon,0.8,"2,07",19.6,43.2,1. Damp2. Cloud NineSwift Swim (hidden ability),054 (Yellow/Red/Blue)138 (Gold/Silver/Crystal)158 (Ruby/Sapphire/Emerald)054 (FireRed/LeafGreen)043 (Diamond/Pearl)043 (Platinum)140 (HeartGold/SoulSilver)028 (Black 2/White 2)059 (X/Y — Central Kalos)165 (Omega Ruby/Alpha Sapphire)089 (Sun/Moon — Alola dex)107 (U.Sun/U.Moon — Alola dex)054 (Let's Go Pikachu/Let's Go Eevee)043 (Brilliant Diamond/Shining Pearl)068 (Legends: Arceus)146 (The Isle of Armor),1 Special Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,64.0,Medium Fast,"Field, Water 1",50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,52.0,98.0,223.0,48.0,90.0,214.0,65.0,121.0,251.0,50.0,94.0,218.0,55.0,103.0,229.0,https://img.pokemondb.net/artwork/psyduck.jpg,1.0
55,Golduck,Water,Duck Pokémon,1.7,"5,07",76.6,168.9,1. Damp2. Cloud NineSwift Swim (hidden ability),055 (Yellow/Red/Blue)139 (Gold/Silver/Crystal)159 (Ruby/Sapphire/Emerald)055 (FireRed/LeafGreen)044 (Diamond/Pearl)044 (Platinum)141 (HeartGold/SoulSilver)029 (Black 2/White 2)060 (X/Y — Central Kalos)166 (Omega Ruby/Alpha Sapphire)090 (Sun/Moon — Alola dex)108 (U.Sun/U.Moon — Alola dex)055 (Let's Go Pikachu/Let's Go Eevee)044 (Brilliant Diamond/Shining Pearl)069 (Legends: Arceus)147 (The Isle of Armor),2 Special Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,175.0,Medium Fast,"Field, Water 1",50,50.0,20.0,"4,884–5,140 steps",80.0,270.0,364.0,82.0,152.0,289.0,78.0,144.0,280.0,95.0,175.0,317.0,80.0,148.0,284.0,85.0,157.0,295.0,https://img.pokemondb.net/artwork/golduck.jpg,1.0
56,Mankey,Fighting,Pig Monkey Pokémon,0.5,"1,08",28.0,61.7,1. Vital Spirit2. Anger PointDefiant (hidden ability),056 (Red/Blue/Yellow)134 (Gold/Silver/Crystal)056 (FireRed/LeafGreen)136 (HeartGold/SoulSilver)079 (Sun/Moon — Alola dex)093 (U.Sun/U.Moon — Alola dex)056 (Let's Go Pikachu/Let's Go Eevee),1 Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,61.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,80.0,148.0,284.0,35.0,67.0,185.0,35.0,67.0,185.0,45.0,85.0,207.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/mankey.jpg,1.0
57,Primeape,Fighting,Pig Monkey Pokémon,1.0,"3,03",32.0,70.5,1. Vital Spirit2. Anger PointDefiant (hidden ability),057 (Red/Blue/Yellow)135 (Gold/Silver/Crystal)057 (FireRed/LeafGreen)137 (HeartGold/SoulSilver)080 (Sun/Moon — Alola dex)094 (U.Sun/U.Moon — Alola dex)057 (Let's Go Pikachu/Let's Go Eevee),2 Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,159.0,Medium Fast,Field,50,50.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,105.0,193.0,339.0,60.0,112.0,240.0,60.0,112.0,240.0,70.0,130.0,262.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/primeape.jpg,1.0
58,Growlithe,Fire,Puppy Pokémon,0.7,"2,04",19.0,41.9,1. Intimidate2. Flash FireJustified (hidden ability),058 (Red/Blue/Yellow)127 (Gold/Silver/Crystal)058 (FireRed/LeafGreen)129 (HeartGold/SoulSilver)051 (Black 2/White 2)052 (Sun/Moon — Alola dex)064 (U.Sun/U.Moon — Alola dex)058 (Let's Go Pikachu/Let's Go Eevee)070 (Sword/Shield)150 (Legends: Arceus),1 Attack,190.0,"24.8% with PokéBall, full HP",50.0,normal,70.0,Slow,Field,75,25.0,20.0,"4,884–5,140 steps",55.0,220.0,314.0,70.0,130.0,262.0,45.0,85.0,207.0,70.0,130.0,262.0,50.0,94.0,218.0,60.0,112.0,240.0,https://img.pokemondb.net/artwork/growlithe.jpg,1.0
59,Arcanine,Fire,Legendary Pokémon,1.9,"6,03",155.0,341.7,1. Intimidate2. Flash FireJustified (hidden ability),059 (Red/Blue/Yellow)128 (Gold/Silver/Crystal)059 (FireRed/LeafGreen)130 (HeartGold/SoulSilver)052 (Black 2/White 2)053 (Sun/Moon — Alola dex)065 (U.Sun/U.Moon — Alola dex)059 (Let's Go Pikachu/Let's Go Eevee)071 (Sword/Shield)151 (Legends: Arceus),2 Attack,75.0,"9.8% with PokéBall, full HP",50.0,normal,194.0,Slow,Field,75,25.0,20.0,"4,884–5,140 steps",90.0,290.0,384.0,110.0,202.0,350.0,80.0,148.0,284.0,100.0,184.0,328.0,80.0,148.0,284.0,95.0,175.0,317.0,https://img.pokemondb.net/artwork/arcanine.jpg,1.0
60,Poliwag,Water,Tadpole Pokémon,0.6,"2,00",12.4,27.3,1. Water Absorb2. DampSwift Swim (hidden ability),060 (Red/Blue/Yellow)072 (Gold/Silver/Crystal)060 (FireRed/LeafGreen)072 (HeartGold/SoulSilver)033 (X/Y — Mountain Kalos)149 (Sun/Moon — Alola dex)182 (U.Sun/U.Moon — Alola dex)060 (Let's Go Pikachu/Let's Go Eevee)142 (The Isle of Armor),1 Speed,255.0,"33.3% with PokéBall, full HP",50.0,normal,60.0,Medium Slow,Water 1,50,50.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,50.0,94.0,218.0,40.0,76.0,196.0,40.0,76.0,196.0,40.0,76.0,196.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/poliwag.jpg,1.0
61,Poliwhirl,Water,Tadpole Pokémon,1.0,"3,03",20.0,44.1,1. Water Absorb2. DampSwift Swim (hidden ability),061 (Red/Blue/Yellow)073 (Gold/Silver/Crystal)061 (FireRed/LeafGreen)073 (HeartGold/SoulSilver)034 (X/Y — Mountain Kalos)150 (Sun/Moon — Alola dex)183 (U.Sun/U.Moon — Alola dex)061 (Let's Go Pikachu/Let's Go Eevee)143 (The Isle of Armor),2 Speed,120.0,"15.7% with PokéBall, full HP",50.0,normal,135.0,Medium Slow,Water 1,50,50.0,20.0,"4,884–5,140 steps",65.0,240.0,334.0,65.0,121.0,251.0,65.0,121.0,251.0,50.0,94.0,218.0,50.0,94.0,218.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/poliwhirl.jpg,1.0
62,Poliwrath,Water Fighting,Tadpole Pokémon,1.3,"4,03",54.0,119.0,1. Water Absorb2. DampSwift Swim (hidden ability),062 (Red/Blue/Yellow)074 (Gold/Silver/Crystal)062 (FireRed/LeafGreen)074 (HeartGold/SoulSilver)035 (X/Y — Mountain Kalos)151 (Sun/Moon — Alola dex)184 (U.Sun/U.Moon — Alola dex)062 (Let's Go Pikachu/Let's Go Eevee)144 (The Isle of Armor),3 Defense,45.0,"5.9% with PokéBall, full HP",50.0,normal,230.0,Medium Slow,Water 1,50,50.0,20.0,"4,884–5,140 steps",90.0,290.0,384.0,95.0,175.0,317.0,95.0,175.0,317.0,70.0,130.0,262.0,90.0,166.0,306.0,70.0,130.0,262.0,https://img.pokemondb.net/artwork/poliwrath.jpg,1.0
63,Abra,Psychic,Psi Pokémon,0.9,"2,11",19.5,43.0,1. Synchronize2. Inner FocusMagic Guard (hidden ability),063 (Yellow/Red/Blue)089 (Gold/Silver/Crystal)039 (Ruby/Sapphire/Emerald)063 (FireRed/LeafGreen)020 (Diamond/Pearl)020 (Platinum)089 (HeartGold/SoulSilver)102 (X/Y — Central Kalos)040 (Omega Ruby/Alpha Sapphire)042 (Sun/Moon — Alola dex)049 (U.Sun/U.Moon — Alola dex)063 (Let's Go Pikachu/Let's Go Eevee)020 (Brilliant Diamond/Shining Pearl)058 (Legends: Arceus)031 (The Isle of Armor),1 Special Attack,200.0,"26.1% with PokéBall, full HP",50.0,normal,62.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",25.0,160.0,254.0,20.0,40.0,152.0,15.0,31.0,141.0,105.0,193.0,339.0,55.0,103.0,229.0,90.0,166.0,306.0,https://img.pokemondb.net/artwork/abra.jpg,1.0
64,Kadabra,Psychic,Psi Pokémon,1.3,"4,03",56.5,124.6,1. Synchronize2. Inner FocusMagic Guard (hidden ability),064 (Yellow/Red/Blue)090 (Gold/Silver/Crystal)040 (Ruby/Sapphire/Emerald)064 (FireRed/LeafGreen)021 (Diamond/Pearl)021 (Platinum)090 (HeartGold/SoulSilver)103 (X/Y — Central Kalos)041 (Omega Ruby/Alpha Sapphire)043 (Sun/Moon — Alola dex)050 (U.Sun/U.Moon — Alola dex)064 (Let's Go Pikachu/Let's Go Eevee)021 (Brilliant Diamond/Shining Pearl)059 (Legends: Arceus)032 (The Isle of Armor),2 Special Attack,100.0,"13.1% with PokéBall, full HP",50.0,normal,140.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",40.0,190.0,284.0,35.0,67.0,185.0,30.0,58.0,174.0,120.0,220.0,372.0,70.0,130.0,262.0,105.0,193.0,339.0,https://img.pokemondb.net/artwork/kadabra.jpg,1.0
65,Alakazam,Psychic,Psi Pokémon,1.5,"4,11",48.0,105.8,1. Synchronize2. Inner FocusMagic Guard (hidden ability),065 (Yellow/Red/Blue)091 (Gold/Silver/Crystal)041 (Ruby/Sapphire/Emerald)065 (FireRed/LeafGreen)022 (Diamond/Pearl)022 (Platinum)091 (HeartGold/SoulSilver)104 (X/Y — Central Kalos)042 (Omega Ruby/Alpha Sapphire)044 (Sun/Moon — Alola dex)051 (U.Sun/U.Moon — Alola dex)065 (Let's Go Pikachu/Let's Go Eevee)022 (Brilliant Diamond/Shining Pearl)060 (Legends: Arceus)033 (The Isle of Armor),3 Special Attack,50.0,"6.5% with PokéBall, full HP",50.0,normal,225.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",55.0,220.0,314.0,50.0,94.0,218.0,45.0,85.0,207.0,135.0,247.0,405.0,95.0,175.0,317.0,120.0,220.0,372.0,https://img.pokemondb.net/artwork/alakazam.jpg,1.0
66,Machop,Fighting,Superpower Pokémon,0.8,"2,07",19.5,43.0,1. Guts2. No GuardSteadfast (hidden ability),066 (Yellow/Red/Blue)140 (Gold/Silver/Crystal)073 (Ruby/Sapphire/Emerald)066 (FireRed/LeafGreen)040 (Diamond/Pearl)040 (Platinum)142 (HeartGold/SoulSilver)057 (X/Y — Coastal Kalos)075 (Omega Ruby/Alpha Sapphire)095 (Sun/Moon — Alola dex)117 (U.Sun/U.Moon — Alola dex)066 (Let's Go Pikachu/Let's Go Eevee)138 (Sword/Shield)040 (Brilliant Diamond/Shining Pearl)154 (Legends: Arceus),1 Attack,180.0,"23.5% with PokéBall, full HP",50.0,normal,61.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",70.0,250.0,344.0,80.0,148.0,284.0,50.0,94.0,218.0,35.0,67.0,185.0,35.0,67.0,185.0,35.0,67.0,185.0,https://img.pokemondb.net/artwork/machop.jpg,1.0
67,Machoke,Fighting,Superpower Pokémon,1.5,"4,11",70.5,155.4,1. Guts2. No GuardSteadfast (hidden ability),067 (Yellow/Red/Blue)141 (Gold/Silver/Crystal)074 (Ruby/Sapphire/Emerald)067 (FireRed/LeafGreen)041 (Diamond/Pearl)041 (Platinum)143 (HeartGold/SoulSilver)058 (X/Y — Coastal Kalos)076 (Omega Ruby/Alpha Sapphire)096 (Sun/Moon — Alola dex)118 (U.Sun/U.Moon — Alola dex)067 (Let's Go Pikachu/Let's Go Eevee)139 (Sword/Shield)041 (Brilliant Diamond/Shining Pearl)155 (Legends: Arceus),2 Attack,90.0,"11.8% with PokéBall, full HP",50.0,normal,142.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",80.0,270.0,364.0,100.0,184.0,328.0,70.0,130.0,262.0,50.0,94.0,218.0,60.0,112.0,240.0,45.0,85.0,207.0,https://img.pokemondb.net/artwork/machoke.jpg,1.0
68,Machamp,Fighting,Superpower Pokémon,1.6,"5,03",130.0,286.6,1. Guts2. No GuardSteadfast (hidden ability),068 (Yellow/Red/Blue)142 (Gold/Silver/Crystal)075 (Ruby/Sapphire/Emerald)068 (FireRed/LeafGreen)042 (Diamond/Pearl)042 (Platinum)144 (HeartGold/SoulSilver)059 (X/Y — Coastal Kalos)077 (Omega Ruby/Alpha Sapphire)097 (Sun/Moon — Alola dex)119 (U.Sun/U.Moon — Alola dex)068 (Let's Go Pikachu/Let's Go Eevee)140 (Sword/Shield)042 (Brilliant Diamond/Shining Pearl)156 (Legends: Arceus),3 Attack,45.0,"5.9% with PokéBall, full HP",50.0,normal,227.0,Medium Slow,Human-Like,75,25.0,20.0,"4,884–5,140 steps",90.0,290.0,384.0,130.0,238.0,394.0,80.0,148.0,284.0,65.0,121.0,251.0,85.0,157.0,295.0,55.0,103.0,229.0,https://img.pokemondb.net/artwork/machamp.jpg,1.0
69,Bellsprout,Grass Poison,Flower Pokémon,0.7,"2,04",4.0,8.8,1. ChlorophyllGluttony (hidden ability),069 (Red/Blue/Yellow)064 (Gold/Silver/Crystal)069 (FireRed/LeafGreen)064 (HeartGold/SoulSilver)026 (X/Y — Mountain Kalos)069 (Let's Go Pikachu/Let's Go Eevee),1 Attack,255.0,"33.3% with PokéBall, full HP",50.0,normal,60.0,Medium Slow,Grass,50,50.0,20.0,"4,884–5,140 steps",50.0,210.0,304.0,75.0,139.0,273.0,35.0,67.0,185.0,70.0,130.0,262.0,30.0,58.0,174.0,40.0,76.0,196.0,https://img.pokemondb.net/artwork/bellsprout.jpg,1.0
